0,reviews_per_month
0,0.0
1,2.0
2,0.77
3,0.0
4,0.0
5,3.27
6,1.58
7,1.49
8,0.0
9,0.0
10,2.78
11,1.09
12,3.7
13,5.88
14,1.82
15,0.98
16,2.17
17,0.24
18,0.56
19,0.36
20,1.56
21,0.56
22,0.33
23,0.0
24,0.08
25,0.93
26,3.02
27,3.73
28,1.19
29,1.59
30,1.8
31,1.77
32,0.36
33,0.13
34,2.33
35,4.05
36,0.04
37,1.49
38,1.98
39,0.0
40,1.62
41,0.23
42,0.06
43,1.98
44,0.0
45,1.64
46,1.0
47,3.58
48,0.0
49,0.46
50,0.44
51,2.77
52,2.67
53,4.52
54,2.42
55,0.0
56,2.0
57,0.34
58,0.17
59,0.7
60,2.5
61,2.42
62,0.07
63,1.85
64,0.58
65,1.87
66,1.55
67,2.67
68,0.0
69,0.2
70,0.0
71,0.0
72,0.26
73,0.11
74,0.0
75,0.21
76,3.42
77,4.79
78,0.0
79,3.64
80,0.63
81,0.67
82,3.11
83,2.73
84,3.58
85,3.68
86,0.79
87,1.47
88,1.64
89,5.45
90,0.57
91,0.89
92,0.09
93,2.05
94,0.21
95,0.45
96,0.38
97,2.86
98,2.33
99,6.66
100,1.0
101,4.16
102,5.74
103,0.0
104,0.0
105,1.27
106,0.09
107,0.0
108,0.0
109,1.14
110,2.0
111,0.17
112,0.0
113,0.03
114,1.0
115,0.83
116,1.0
117,0.17
118,5.41
119,0.0
120,2.01
121,0.1
122,0.14
123,0.0
124,0.16
125,2.69
126,3.0
127,2.36
128,0.0
129,3.31
130,0.75
131,0.72
132,0.0
133,2.28
134,1.0
135,0.18
136,0.0
137,1.44
138,0.0
139,0.0
140,0.41
141,0.0
142,2.7
143,0.97
144,1.11
145,0.0
146,6.39
147,1.22
148,0.07
149,0.05
150,0.0
151,0.0
152,0.0
153,1.92
154,0.14
155,0.87
156,0.63
157,2.84
158,0.0
159,0.27
160,0.48
161,0.0
162,1.22
163,7.08
164,0.0
165,0.05
166,1.12
167,2.61
168,0.91
169,0.0
170,2.0
171,2.31
172,1.0
173,1.55
174,2.0
175,1.23
177,3.42
178,0.08
179,0.87
180,2.14
181,0.39
182,0.13
183,0.0
184,0.23
185,0.93
186,0.43
187,1.49
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,2.09
194,4.9
195,1.64
196,0.0
197,0.53
198,2.06
200,0.0
201,1.0
202,0.04
203,0.07
204,3.62
