listing_id,date
1205666,2015-07-11
1205666,2015-07-13
1205666,2015-07-14
1205666,2015-07-16
1205666,2015-07-26
1205666,2015-08-03
1205666,2015-08-05
1205666,2015-08-11
1205666,2015-08-19
1205666,2015-08-20
1205666,2015-08-21
1205666,2015-08-23
1205666,2015-08-25
1205666,2015-08-27
1205666,2015-08-28
1205666,2015-09-01
1205666,2015-09-03
1205666,2015-09-08
1205666,2015-09-13
1205666,2015-09-15
1205666,2015-09-21
1205666,2015-09-26
1205666,2015-09-27
1205666,2015-10-02
1205666,2015-10-06
1205666,2015-10-08
1205666,2015-10-09
1205666,2015-10-11
1205666,2015-10-30
1205666,2015-12-13
136480,2013-07-08
136480,2013-07-20
136480,2013-07-29
136480,2013-07-30
136480,2013-08-03
136480,2013-08-07
136480,2013-08-08
136480,2013-08-12
136480,2013-08-25
136480,2013-08-29
136480,2013-08-31
136480,2013-09-03
136480,2013-09-05
136480,2013-09-09
136480,2014-09-29
136480,2014-10-08
136480,2014-10-13
136480,2014-11-12
136480,2015-01-05
136480,2015-01-30
136480,2015-02-05
136480,2015-03-29
136480,2015-04-18
136480,2015-05-12
136480,2015-05-24
136480,2015-05-25
136480,2015-06-24
136480,2015-07-05
136480,2015-07-09
136480,2015-07-13
136480,2015-07-23
136480,2015-09-08
136480,2015-09-26
136480,2015-10-16
4681885,2015-04-04
4681885,2015-05-04
4681885,2015-05-12
4681885,2015-05-19
4681885,2015-05-26
4681885,2015-05-30
4681885,2015-05-31
4681885,2015-06-04
4681885,2015-06-11
4681885,2015-06-13
4681885,2015-06-16
4681885,2015-06-17
4681885,2015-06-21
4681885,2015-06-23
4681885,2015-06-28
4681885,2015-06-28
4681885,2015-07-03
4681885,2015-07-05
4681885,2015-07-06
4681885,2015-07-09
4681885,2015-07-12
4681885,2015-07-15
4681885,2015-07-31
4681885,2015-08-07
4681885,2015-08-09
4681885,2015-08-12
4681885,2015-08-13
4681885,2015-08-17
4681885,2015-08-21
4681885,2015-08-26
4681885,2015-08-29
4681885,2015-09-04
4681885,2015-09-05
4681885,2015-09-07
4681885,2015-09-17
4681885,2015-09-20
4681885,2015-10-13
2420536,2014-04-17
2420536,2014-05-02
2420536,2014-05-05
2420536,2014-05-27
2420536,2014-06-01
2420536,2014-06-06
2420536,2014-06-13
2420536,2014-06-14
2420536,2014-06-16
2420536,2014-06-19
2420536,2014-06-25
2420536,2014-06-29
2420536,2014-07-07
2420536,2014-07-19
2420536,2014-07-22
2420536,2014-07-31
2420536,2014-08-11
2420536,2014-08-27
2420536,2014-08-28
2420536,2014-08-30
2420536,2014-08-31
2420536,2014-09-07
2420536,2014-09-11
2420536,2014-09-12
2420536,2014-09-15
2420536,2014-09-19
2420536,2014-09-20
2420536,2014-09-21
2420536,2014-10-20
2420536,2015-01-04
2420536,2015-01-13
2420536,2015-01-17
2420536,2015-01-19
2420536,2015-03-16
2420536,2015-03-25
2420536,2015-03-29
2420536,2015-04-07
2420536,2015-04-13
2420536,2015-04-19
2420536,2015-04-27
2420536,2015-05-09
2420536,2015-05-24
2420536,2015-06-01
2420536,2015-06-05
2420536,2015-06-08
2420536,2015-06-10
2420536,2015-06-16
2420536,2015-06-18
2420536,2015-06-23
2420536,2015-06-25
2420536,2015-06-29
2420536,2015-07-04
2420536,2015-07-06
2420536,2015-07-12
2420536,2015-07-17
2420536,2015-07-19
2420536,2015-07-21
2420536,2015-07-27
2420536,2015-08-01
2420536,2015-08-05
2420536,2015-08-07
2420536,2015-08-11
2420536,2015-08-15
2420536,2015-08-18
2420536,2015-08-25
2420536,2015-08-29
2420536,2015-09-01
2420536,2015-09-06
2420536,2015-10-12
2420536,2015-10-18
2420536,2015-10-28
2420536,2015-11-06
2420536,2015-11-08
2420536,2015-12-05
2420536,2015-12-21
2420536,2015-12-26
6002165,2015-06-21
6002165,2015-08-31
72743,2011-03-28
72743,2011-05-16
72743,2011-05-29
72743,2011-05-31
72743,2011-06-05
72743,2011-08-05
72743,2011-10-01
72743,2011-10-10
72743,2011-10-16
72743,2011-12-05
72743,2012-02-01
72743,2012-02-08
72743,2012-02-13
72743,2012-02-16
72743,2012-02-27
72743,2012-03-02
72743,2012-03-04
72743,2012-03-12
72743,2012-03-22
72743,2012-03-25
72743,2012-04-02
72743,2012-04-09
72743,2012-05-10
72743,2012-05-26
72743,2012-05-29
72743,2012-05-31
72743,2012-06-02
72743,2012-06-04
72743,2012-06-12
72743,2012-06-14
72743,2012-06-18
72743,2012-06-20
72743,2012-06-28
72743,2012-06-30
72743,2012-07-04
72743,2012-07-14
72743,2012-07-18
72743,2012-07-21
72743,2012-07-22
72743,2012-07-24
72743,2012-07-26
72743,2012-07-27
72743,2012-07-31
72743,2012-08-04
72743,2012-08-12
72743,2012-08-16
72743,2012-08-20
72743,2012-08-27
72743,2012-09-03
72743,2012-09-11
72743,2012-09-22
72743,2012-09-23
72743,2012-09-24
72743,2012-09-28
72743,2012-10-02
72743,2012-10-08
72743,2012-10-09
72743,2012-11-07
72743,2012-11-09
72743,2012-11-15
72743,2012-12-01
72743,2012-12-17
72743,2012-12-22
72743,2012-12-29
72743,2013-01-02
72743,2013-01-07
72743,2013-01-16
72743,2013-02-05
72743,2013-02-11
72743,2013-02-26
72743,2013-03-07
72743,2013-06-11
72743,2013-07-09
72743,2013-07-21
72743,2013-08-03
72743,2013-08-12
72743,2013-08-15
72743,2013-08-18
72743,2013-08-21
72743,2013-09-02
72743,2013-09-04
72743,2013-09-16
72743,2013-10-07
72743,2013-10-11
72743,2014-02-01
72743,2014-02-22
72743,2014-09-01
72743,2014-09-22
72743,2014-09-28
72743,2014-11-18
72743,2014-12-17
72743,2015-03-26
72743,2015-04-30
72743,2015-09-01
72743,2015-10-30
7931386,2015-09-09
7931386,2015-09-21
7931386,2015-09-28
7931386,2015-10-20
9061868,2015-12-16
9061868,2015-12-31
8106277,2015-10-31
1122236,2013-05-12
1122236,2013-05-24
1122236,2013-05-27
1122236,2013-10-11
1122236,2014-01-27
1122236,2014-02-24
1122236,2014-03-04
1122236,2014-03-22
1122236,2014-04-05
1122236,2014-05-20
1122236,2014-08-05
1122236,2014-08-29
1122236,2014-09-02
1122236,2014-09-29
1122236,2014-10-18
1122236,2014-10-26
1122236,2014-11-08
1122236,2014-11-14
1122236,2014-11-22
1122236,2014-12-06
1122236,2014-12-10
1122236,2014-12-15
1122236,2015-01-19
1122236,2015-02-20
1122236,2015-03-13
1122236,2015-03-21
1122236,2015-03-29
1122236,2015-04-05
1122236,2015-04-22
1122236,2015-04-26
1122236,2015-05-02
1122236,2015-05-08
1122236,2015-07-01
1122236,2015-07-14
1122236,2015-07-28
1122236,2015-08-02
1122236,2015-08-22
1122236,2015-08-26
1122236,2015-09-01
1122236,2015-09-13
1122236,2015-10-07
1122236,2015-10-13
1122236,2015-10-18
1122236,2015-10-21
1122236,2015-12-08
6939472,2015-06-28
6939472,2015-06-29
6939472,2015-07-02
6939472,2015-07-13
6939472,2015-07-14
6939472,2015-07-25
6939472,2015-07-28
6939472,2015-08-02
6939472,2015-08-03
6939472,2015-08-05
6939472,2015-08-08
6939472,2015-08-10
6939472,2015-08-11
6939472,2015-08-13
6939472,2015-08-14
6939472,2015-08-17
6939472,2015-08-24
6939472,2015-08-28
6939472,2015-08-29
6939472,2015-09-02
6939472,2015-09-03
6939472,2015-09-06
6939472,2015-09-08
6939472,2015-09-12
6939472,2015-09-14
6939472,2015-09-17
6939472,2015-09-18
6939472,2015-09-23
6939472,2015-09-30
6939472,2015-10-01
6939472,2015-10-05
6939472,2015-10-06
6939472,2015-10-15
6939472,2015-10-18
6939472,2015-10-19
6939472,2015-10-24
6939472,2015-10-28
6939472,2015-10-31
6939472,2015-11-03
6939472,2015-11-06
6939472,2015-12-13
6939472,2015-12-22
6939472,2015-12-31
6939472,2016-01-03
6567683,2015-07-04
6567683,2015-07-12
6567683,2015-07-25
6567683,2015-07-29
6567683,2015-08-04
6567683,2015-08-07
6567683,2015-08-16
6567683,2015-08-19
6567683,2015-08-22
6567683,2015-08-23
6567683,2015-08-27
6567683,2015-09-07
6567683,2015-09-27
6567683,2015-10-09
6567683,2015-10-11
6567683,2015-10-18
6567683,2015-11-03
6567683,2015-11-16
6567683,2015-12-25
1707064,2013-09-30
1707064,2013-10-06
1707064,2013-10-10
1707064,2013-10-12
1707064,2013-10-14
1707064,2013-10-22
1707064,2013-10-25
1707064,2013-11-12
1707064,2013-11-19
1707064,2013-11-23
1707064,2013-11-26
1707064,2013-12-04
1707064,2013-12-25
1707064,2013-12-30
1707064,2014-01-04
1707064,2014-02-02
1707064,2014-02-17
1707064,2014-02-23
1707064,2014-02-28
1707064,2014-03-08
1707064,2014-03-24
1707064,2014-03-27
1707064,2014-04-03
1707064,2014-04-15
1707064,2014-04-24
1707064,2014-04-27
1707064,2014-04-30
1707064,2014-05-06
1707064,2014-05-09
1707064,2014-05-15
1707064,2014-06-15
1707064,2014-07-02
1707064,2014-08-12
1707064,2014-08-13
1707064,2014-08-17
1707064,2014-08-18
1707064,2014-08-19
1707064,2014-08-22
1707064,2014-08-26
1707064,2014-08-27
1707064,2014-08-28
1707064,2014-09-01
1707064,2014-09-03
1707064,2014-09-04
1707064,2014-09-08
1707064,2014-09-11
1707064,2014-09-16
1707064,2014-09-18
1707064,2014-09-21
1707064,2014-09-22
1707064,2014-09-23
1707064,2014-09-25
1707064,2014-09-29
1707064,2014-10-01
1707064,2014-10-02
1707064,2014-10-05
1707064,2014-10-06
1707064,2014-10-09
1707064,2014-10-14
1707064,2014-10-15
1707064,2014-10-18
1707064,2014-10-21
1707064,2014-10-23
1707064,2014-10-26
1707064,2014-10-31
1707064,2014-11-05
1707064,2014-11-09
1707064,2014-11-10
1707064,2014-11-13
1707064,2014-11-16
1707064,2014-11-19
1707064,2014-11-30
1707064,2014-12-04
1707064,2014-12-07
1707064,2014-12-09
1707064,2014-12-13
1707064,2014-12-14
1707064,2014-12-23
1707064,2014-12-27
1707064,2015-01-01
1707064,2015-01-04
1707064,2015-01-24
1707064,2015-01-25
1707064,2015-01-27
1707064,2015-01-31
1707064,2015-02-01
1707064,2015-02-05
1707064,2015-02-08
1707064,2015-02-11
1707064,2015-02-13
1707064,2015-02-15
1707064,2015-02-17
1707064,2015-02-21
1707064,2015-02-24
1707064,2015-02-28
1707064,2015-03-09
1707064,2015-03-12
1707064,2015-03-17
1707064,2015-03-25
1707064,2015-03-27
1707064,2015-03-29
1707064,2015-04-03
1707064,2015-04-05
1707064,2015-04-08
1707064,2015-04-10
1707064,2015-04-13
1707064,2015-04-19
1707064,2015-04-26
1707064,2015-04-29
1707064,2015-05-05
1707064,2015-05-08
1707064,2015-05-10
1707064,2015-05-13
1707064,2015-05-15
1707064,2015-05-15
1707064,2015-05-18
1707064,2015-05-23
1707064,2015-05-25
1707064,2015-06-04
1707064,2015-06-10
1707064,2015-06-13
1707064,2015-06-15
1707064,2015-06-18
1707064,2015-06-21
1707064,2015-06-23
1707064,2015-06-25
1707064,2015-06-27
1707064,2015-07-02
1707064,2015-07-06
1707064,2015-07-11
1707064,2015-07-13
1707064,2015-07-16
1707064,2015-07-18
1707064,2015-07-22
1707064,2015-07-24
1707064,2015-07-26
1707064,2015-07-28
1707064,2015-07-30
1707064,2015-07-31
1707064,2015-08-01
1707064,2015-08-03
1707064,2015-08-09
1707064,2015-08-14
1707064,2015-08-17
1707064,2015-08-18
1707064,2015-08-20
1707064,2015-08-21
1707064,2015-08-23
1707064,2015-08-26
1707064,2015-09-04
1707064,2015-09-12
1707064,2015-09-14
1707064,2015-09-16
1707064,2015-09-19
1707064,2015-09-24
1707064,2015-09-27
1707064,2015-10-04
1707064,2015-10-11
1707064,2015-10-12
1707064,2015-10-15
1707064,2015-10-17
1707064,2015-10-25
1707064,2015-10-30
1707064,2015-11-08
1707064,2015-11-10
1707064,2015-11-15
1707064,2015-11-20
1707064,2015-12-01
7219838,2015-08-13
7219838,2015-08-14
7219838,2015-08-15
7219838,2015-08-19
7219838,2015-08-20
7219838,2015-08-23
7219838,2015-08-29
7219838,2015-09-01
7219838,2015-09-05
7219838,2015-09-17
7219838,2015-09-26
7219838,2015-10-09
7219838,2015-10-26
7219838,2015-11-08
7219838,2015-11-13
7219838,2015-11-23
7219838,2015-12-05
7219838,2015-12-16
5319948,2015-02-24
5319948,2015-03-01
5319948,2015-03-03
5319948,2015-03-11
5319948,2015-03-23
5319948,2015-03-30
5319948,2015-04-20
5319948,2015-05-11
5319948,2015-05-16
5319948,2015-05-19
5319948,2015-07-01
6558980,2015-07-19
6558980,2015-08-25
6558980,2015-09-22
6558980,2015-10-20
6958436,2015-08-04
6958436,2015-10-24
931758,2013-11-13
931758,2014-04-05
931758,2014-04-18
931758,2014-05-22
931758,2014-05-28
931758,2014-08-02
931758,2014-08-05
931758,2014-08-13
931758,2014-09-02
931758,2014-09-28
931758,2014-10-11
931758,2014-12-30
931758,2015-04-13
931758,2015-05-02
931758,2015-05-07
931758,2015-05-21
931758,2015-05-31
931758,2015-06-03
931758,2015-06-08
931758,2015-08-09
931758,2015-08-19
931758,2015-09-01
931758,2015-10-27
931758,2015-12-26
1742425,2013-11-12
1742425,2013-12-30
1742425,2014-01-18
1742425,2014-02-03
1742425,2014-02-11
1742425,2014-02-17
1742425,2014-02-22
1742425,2014-03-13
1742425,2014-03-20
1742425,2014-04-14
1742425,2014-05-06
1742425,2014-05-27
1742425,2014-06-25
1742425,2014-07-03
1742425,2014-07-14
1742425,2014-07-17
1742425,2014-07-23
1742425,2014-07-28
1742425,2014-08-07
1742425,2014-08-12
1742425,2014-08-24
1742425,2014-08-28
1742425,2014-09-02
1742425,2014-09-08
1742425,2014-09-20
1742425,2014-09-24
1742425,2014-09-30
1742425,2014-10-13
1742425,2014-11-09
1742425,2014-12-14
1742425,2015-02-14
1742425,2015-03-21
1742425,2015-03-29
1742425,2015-04-13
1742425,2015-04-30
1742425,2015-05-04
1742425,2015-05-21
1742425,2015-06-09
1742425,2015-06-23
1742425,2015-06-28
1742425,2015-07-08
1742425,2015-07-13
1742425,2015-07-26
1742425,2015-08-14
1742425,2015-08-23
1742425,2015-09-01
1742425,2015-10-13
1742425,2015-12-20
8100190,2015-09-23
8100190,2015-10-06
8100190,2015-10-21
8100190,2015-11-04
8100190,2015-11-08
8100190,2015-11-16
8100190,2015-12-01
6847052,2015-07-15
6847052,2015-07-20
6847052,2015-08-02
6847052,2015-08-09
6847052,2015-08-20
6847052,2015-09-04
6847052,2015-09-13
6847052,2015-09-17
2277640,2014-05-04
2277640,2014-05-13
2277640,2014-05-14
2277640,2014-05-17
2277640,2014-05-20
2277640,2014-05-23
2277640,2014-05-28
2277640,2014-05-31
2277640,2014-06-04
2277640,2014-06-09
2277640,2014-06-13
2277640,2014-06-19
2277640,2014-07-03
2277640,2014-07-06
2277640,2014-07-12
2277640,2014-07-14
2277640,2014-07-18
2277640,2014-07-21
2277640,2014-08-02
2277640,2014-08-05
2277640,2014-08-09
2277640,2014-08-12
2277640,2014-08-16
2277640,2014-08-20
2277640,2014-08-23
2277640,2014-08-25
2277640,2014-08-29
2277640,2014-08-31
2277640,2014-09-03
2277640,2014-09-05
2277640,2014-09-12
2277640,2014-09-16
2277640,2014-09-21
2277640,2014-09-30
2277640,2014-10-03
2277640,2014-10-05
2277640,2014-10-10
2277640,2014-10-12
2277640,2014-10-14
2277640,2014-10-16
2277640,2014-10-19
2277640,2014-10-23
2277640,2014-10-26
2277640,2014-11-01
2277640,2014-11-11
2277640,2014-11-18
2277640,2014-11-22
2277640,2014-11-26
2277640,2014-12-05
2277640,2014-12-09
2277640,2014-12-29
2277640,2015-01-11
2277640,2015-01-22
2277640,2015-04-12
2277640,2015-04-18
2277640,2015-04-27
2277640,2015-05-03
2277640,2015-05-12
2277640,2015-05-15
2277640,2015-05-25
2277640,2015-06-07
2277640,2015-06-10
2277640,2015-06-14
2277640,2015-06-16
2277640,2015-06-21
2277640,2015-06-28
2277640,2015-06-30
2277640,2015-07-05
2277640,2015-07-09
2277640,2015-07-15
2277640,2015-07-20
2277640,2015-07-22
2277640,2015-07-26
2277640,2015-07-28
2277640,2015-08-09
2277640,2015-08-11
2277640,2015-08-17
2277640,2015-08-24
2277640,2015-08-30
2277640,2015-09-03
2277640,2015-09-07
2277640,2015-09-18
2277640,2015-10-13
2277640,2015-11-02
2277640,2015-11-25
2277640,2015-12-12
6795678,2015-06-22
6795678,2015-06-29
6795678,2015-07-05
6795678,2015-07-09
6795678,2015-07-25
6795678,2015-07-27
6795678,2015-07-29
6795678,2015-08-01
6795678,2015-08-03
6795678,2015-08-08
6795678,2015-08-12
6795678,2015-08-15
6795678,2015-08-16
6795678,2015-08-20
6795678,2015-08-22
6795678,2015-08-24
6795678,2015-09-03
6795678,2015-09-08
6795678,2015-09-14
6795678,2015-09-18
6795678,2015-09-21
6795678,2015-09-29
6795678,2015-10-04
6795678,2015-10-07
6795678,2015-10-14
6795678,2015-10-19
6795678,2015-10-26
6211882,2015-05-16
6211882,2015-05-25
6211882,2015-08-17
6211882,2015-08-20
6211882,2015-08-23
6211882,2015-08-27
6211882,2015-09-08
6211882,2015-09-12
6211882,2015-09-14
6211882,2015-10-15
6211882,2015-10-19
6211882,2015-10-24
6211882,2015-11-21
4340410,2014-10-26
4340410,2015-08-02
4340410,2015-08-03
4340410,2015-09-29
4340410,2015-12-30
8653843,2015-10-14
8653843,2015-10-21
3426639,2014-07-05
3426639,2014-07-11
3426639,2014-07-22
3426639,2014-07-28
3426639,2014-08-02
3426639,2014-08-04
3426639,2014-08-07
3426639,2014-08-14
3426639,2014-08-24
3426639,2014-08-31
3426639,2014-09-02
3426639,2014-09-05
3426639,2014-09-08
3426639,2014-09-10
3426639,2014-09-12
3426639,2014-09-15
3426639,2014-09-17
3426639,2014-09-21
3426639,2014-09-22
3426639,2014-10-04
3426639,2014-10-11
3426639,2014-10-17
3426639,2014-10-21
3426639,2014-10-23
3426639,2014-10-26
3426639,2014-10-28
3426639,2014-11-13
